,Unnamed: 0,job_titles,companys,location,employment_type,gov_support,salary,links,industrys
34,34,"AVP, AI Deployment Engineer, IBG Digital, Institutional Banking Group (180004A2)",DBS BANK LTD.,East,Manager ...,Government support available,"$6,500to$11,700",https://www.mycareersfuture.sg/job/avp-ai-deployment-engineer-ibg-digital-institutional-banking-group-dbs-bank-ed58ebbae1bdf3f2d7af4cb80d25bcea,Banking and Finance
35,35,"Senior Associate, AI Deployment Engineer, IBG Digital, Institutional Banking Group (180004A2)",DBS BANK LTD.,East,Manager ...,Government support available,"$5,000to$9,000",https://www.mycareersfuture.sg/job/senior-associate-ai-deployment-engineer-ibg-digital-institutional-banking-group-dbs-bank-952541ff26aba4d294d73ad80645597c,Banking and Finance
36,36,Big Data Architect,OPEN TEXT (ASIA) PTE. LTD.,Central,Executive,Government support available,"$12,000to$16,000",https://www.mycareersfuture.sg/job/big-data-architect-open-text-78285fb98a68ca067591320823a45c84,Information Technology
37,37,Product Manager,LEADIQ SINGAPORE PTE. LTD.,Central,Professional,,"$5,000to$7,000",https://www.mycareersfuture.sg/job/product-manager-leadiq-singapore-786aa97e86c590d1076aa2fb0d84c573,Engineering ...
38,38,Software QA Engineer - Automation,LEADIQ SINGAPORE PTE. LTD.,Central,Professional,Government support available,"$4,000to$7,000",https://www.mycareersfuture.sg/job/software-qa-engineer-automation-leadiq-singapore-34cd33157e55f70dea97cd3b7f6b5e0d,Information Technology
39,39,Market Analyst (Data),GRABTAXI HOLDINGS PTE. LTD.,"North, Central",Executive,,"$3,000to$6,000",https://www.mycareersfuture.sg/job/market-analyst-grabtaxi-holdings-962b6b110b66841082656a7f6fc8c7eb,Others
40,40,Engineer Scientist,LEADBOOK PTE. LTD.,Central,Professional,,"$4,000to$7,000",https://www.mycareersfuture.sg/job/engineer-scientist-leadbook-1658264cb95070ea1343d335694a2e0c,Information Technology ...
41,41,Lead / Data Scientist,M1 LIMITED,West,Middle Management ...,Government support available,"$6,000to$9,000",https://www.mycareersfuture.sg/job/lead-data-scientist-m1-0839839b38e2ab1a54c8448a9bb1edc3,Engineering ...
42,42,Junior Data Scientist,FIXED & MOBILE PTE. LTD.,Central,Non-executive,Government support available,"$3,000to$6,000",https://www.mycareersfuture.sg/job/junior-data-scientist-fixed-mobile-5388df9ff18bdbfcd7f9197f4ba65411,Information Technology
43,43,Lead consultant,NCS PTE. LTD.,North,Professional,Government support available,"$7,000to$10,000",https://www.mycareersfuture.sg/job/lead-consultant-ncs-fba95c7774cb8a6e2651a35483eb8569,Information Technology
44,44,"Senior Consultant, Application",NCS PTE. LTD.,North,Professional,Government support available,"$4,000to$7,000",https://www.mycareersfuture.sg/job/senior-consultant-application-ncs-a3683af36b036d1bba755d792f3d7dc2,Information Technology
45,45,Data Scientist,NIOMETRICS (PTE.) LTD.,East,Professional,Government support available,"$5,000to$10,000",https://www.mycareersfuture.sg/job/data-scientist-niometrics-a31d35f2fe3ecd505dd2c60ddf529300,Information Technology
47,47,Full Stack Developer,DATHENA SCIENCE PTE. LTD.,Central,Fresh/entry level ...,Government support available,"$4,000to$6,000",https://www.mycareersfuture.sg/job/full-stack-developer-dathena-science-5fb5754485af66782640da6ad970b4a6,Engineering
48,48,Senior Data Analyst,STREETSINE SINGAPORE PTE. LTD.,Central,Professional ...,Government support available,"$4,000to$8,000",https://www.mycareersfuture.sg/job/senior-data-analyst-streetsine-singapore-3baa45f938b74a6660a619998e4a9852,Information Technology
49,49,Head of Data Engineering,FIXED & MOBILE PTE. LTD.,Central,Senior Management,Government support available,"$8,000to$11,000",https://www.mycareersfuture.sg/job/head-data-engineering-fixed-mobile-09c037328fd2d76b67d47d6a0c1f90cc,Information Technology
50,50,"Data Architect, Enterprise Architecture Office",AVENSYS CONSULTING PTE. LTD.,Central,Manager,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/data-architect-enterprise-architecture-office-avensys-consulting-88c018cd55c2edf7aec32353b73a61a7,Information Technology
51,51,Data Scientist,NEC CORPORATION,South,Senior Executive,Government support available,"$6,000to$8,000",https://www.mycareersfuture.sg/job/data-scientist-nec-corporation-308d6c951220849db4132fa0380dd5aa,Engineering ...
53,53,Data Engineer,NEC CORPORATION,South,Executive,Government support available,"$3,000to$4,500",https://www.mycareersfuture.sg/job/data-engineer-nec-corporation-cbbbf5fffe0ae23aedc84c16eadb476c,Engineering ...
54,54,DevOps Engineer,LEADIQ SINGAPORE PTE. LTD.,Central,Professional,,"$4,500to$7,000",https://www.mycareersfuture.sg/job/devops-engineer-leadiq-singapore-63de8ae32bebd450cbae9175fd963b13,Engineering ...
55,55,Backend Developer,LEADIQ SINGAPORE PTE. LTD.,Central,Professional,,"$4,500to$7,500",https://www.mycareersfuture.sg/job/backend-developer-leadiq-singapore-3855c83f1acd81a6e52d081a879f554c,Engineering ...
59,59,Senior Director Data Scientist,CLOUDSTREAM ASIA PACIFIC PTE. LTD.,Islandwide,Senior Management,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/senior-director-data-scientist-cloudstream-asia-pacific-e3cad7794ab19d8da17f9eb1e8dc8c6c,Banking and Finance
62,62,Intern - DS,TOOKITAKI HOLDING PTE. LTD.,East,Fresh/entry level,,"$1,000to$1,500",https://www.mycareersfuture.sg/job/intern-ds-tookitaki-holding-c62de4544d46e3e385930e108b6643c1,Information Technology
63,63,Head of Customer Insights and Analytics,HOOQ DIGITAL PTE. LTD.,Central,Middle Management,Government support available,"$7,000to$20,000",https://www.mycareersfuture.sg/job/head-customer-insights-analytics-hooq-digital-42782b4202a77ba52d28bd9df5fafaf5,Customer Service ...
64,64,Managing Consultant – Banking and Blockchain,WIPRO LIMITED (SINGAPORE BRANCH),East,Professional,Government support available,"$10,000to$15,000",https://www.mycareersfuture.sg/job/managing-consultant-%E2%80%93-banking-blockchain-wipro-b3ec16a1e373b1ff0536d40a48572089,Information Technology
65,65,Data Analyst,ABAKUS (ASIA PACIFIC) PTE. LTD.,East,Executive ...,Government support available,"$4,000to$5,500",https://www.mycareersfuture.sg/job/data-analyst-abakus-a781d0fe818de6c6f93707a2c2255137,Information Technology
66,66,"Manager /  Senior Manager, Compliance Strategy & Analytics, Work Pass Division (1 year contract)",Ministry of Manpower,,,,Salary undisclosed,https://www.mycareersfuture.sg/job/manager-senior-manager-compliance-strategy-analytics-work-pass-division-ministry-manpower-0c31118575b148585768bf8d35865efc,Public / Civil Service
67,67,Data Scientist,SMARTSOFT PTE. LTD.,Islandwide,Senior Executive,,"$6,000to$11,000",https://www.mycareersfuture.sg/job/data-scientist-smartsoft-c605a552bf2a0ae3caad295b5a238394,Information Technology
68,68,Data Scientist,SCHELLDEN GLOBAL SERVICES,Islandwide,Senior Executive,,"$6,000to$11,000",https://www.mycareersfuture.sg/job/data-scientist-schellden-global-services-2cce3a0fd90690d4b4505d77e0eff1e7,Information Technology
69,69,Data Scientist,SCHELLDEN GLOBAL PTE. LTD.,Islandwide,Senior Executive,,"$6,000to$11,000",https://www.mycareersfuture.sg/job/data-scientist-schellden-global-7b446f16f1967685b15c4d50565d63bd,Information Technology
70,70,Lead Data Scientist,BIGTAPP PTE. LTD.,South,Senior Executive,Government support available,"$80,000to$100,000",https://www.mycareersfuture.sg/job/lead-data-scientist-bigtapp-2679aeb5e81108b7ee2c4c1b0dd23e5a,Consulting  ...
71,71,"SVP / VP, Senior Data Scientist, Data & Transformation, Technology and Operations (1800039X)",DBS BANK LTD.,East,Senior Management ...,Government support available,"$9,500to$19,000",https://www.mycareersfuture.sg/job/svp-vp-senior-data-scientist-data-transformation-technology-operations-dbs-bank-03cec692d094a48f4c2031fd32033656,Banking and Finance
72,72,"VP, Machine Learning Lead, Group Legal, Compliance & Secretariat (180004ZV)",DBS BANK LTD.,East,Manager,Government support available,"$10,400to$18,700",https://www.mycareersfuture.sg/job/vp-machine-learning-lead-group-legal-compliance-secretariat-dbs-bank-f33ad2295413c46e5c828624e30deafb,Banking and Finance
73,73,Data Visualisation Designer,SINGAPORE PRESS HOLDINGS LIMITED,Central,Junior Executive,Government support available,"$3,500to$4,500",https://www.mycareersfuture.sg/job/data-visualisation-designer-singapore-press-holdings-26da8a5d61b1545a271802b2a7dfda84,Design
74,74,Data Analyst,KIMBERLEY CONSULTING PTE. LTD.,Central,Executive,,Salary undisclosed,https://www.mycareersfuture.sg/job/data-analyst-kimberley-consulting-738c09eb434ca3d59c83747d340a9b2c,Information Technology
75,75,Javascript / Frontend Developer,LEADIQ SINGAPORE PTE. LTD.,Central,Professional,,"$4,500to$7,000",https://www.mycareersfuture.sg/job/javascript-frontend-developer-leadiq-singapore-1cc1b7a69ff479d57ded89dd94ce9091,Engineering ...
76,76,Software Consultant,APAR INNOSYS PTE. LTD.,Islandwide,Executive,,"$6,000to$9,000",https://www.mycareersfuture.sg/job/software-consultant-apar-innosys-a646a16d5c923f11703ef9edf42f5613,Information Technology
77,77,Software Consultant,CHARTERHOUSE PTE. LTD.,Islandwide,Executive,Government support available,"$6,000to$9,000",https://www.mycareersfuture.sg/job/software-consultant-charterhouse-6bde86d3501870c8e0ba0af62430f2b4,Information Technology
78,78,Senior IT Portfolio Planning & Alignment Manager,JOHNSON & JOHNSON PTE. LTD.,Central,Manager,Government support available,"$8,000to$16,000",https://www.mycareersfuture.sg/job/senior-portfolio-planning-alignment-manager-johnson-johnson-21bfd6a8cb67dc9e7125940802589439,Information Technology
79,79,Research Assistant  /  Associate (Software Engineer),NATIONAL UNIVERSITY OF SINGAPORE,South,Fresh/entry level,,"$2,600to$4,200",https://www.mycareersfuture.sg/job/research-assistant-associate-national-university-singapore-1e4b65d73868c93d76a8689696eb10f9,Sciences / Laboratory / R&D
80,80,Quantitative Developer,FOUR ELEMENTS CAPITAL PTE. LTD.,Central,Senior Management,Government support available,"$5,000to$6,000",https://www.mycareersfuture.sg/job/quantitative-developer-four-elements-capital-199637f3085b8912a1ec1baf8fcf674d,Banking and Finance ...
81,81,Data Analyst,PROPERTYGURU PTE. LTD.,Central,Fresh/entry level ...,Government support available,"$4,000to$5,200",https://www.mycareersfuture.sg/job/data-analyst-propertyguru-4b5f0b9ca4e8ecd00e941ed4eebbf9a0,Engineering ...
82,82,Data Scientist,JABIL CIRCUIT (SINGAPORE) PTE. LTD.,East,Executive,Government support available,"$3,000to$6,000",https://www.mycareersfuture.sg/job/data-scientist-jabil-circuit-51ea2ce5b0eedff231dc658097a05543,Information Technology ...
83,83,Senior Data Scientist,RESMED ASIA PTE. LTD.,South,Senior Executive,Government support available,"$10,000to$14,000",https://www.mycareersfuture.sg/job/senior-data-scientist-resmed-asia-a8366ea0122ebe5fc1fde22d0ae6703b,Engineering ...
84,84,"VP, Analytics Project Manager, DBS Transformation Group, T&O (190000A3)",DBS BANK LTD.,East,Senior Management,Government support available,"$10,400to$18,700",https://www.mycareersfuture.sg/job/vp-analytics-project-manager-dbs-transformation-group-to-dbs-bank-c5249dadfaa3fb17f3159b965637a8f3,Information Technology
85,85,Data Scientist,SENSORFLOW PTE. LTD.,Central,Professional,,"$5,000to$8,000",https://www.mycareersfuture.sg/job/data-scientist-sensorflow-1e90b327703a5b42c6961ef23e2994f1,Information Technology
87,87,"VP, Data and Analytics Scale-Up Program Manager, DBS Transformation Group, T&O (1900004Y)",DBS BANK LTD.,East,Senior Management,Government support available,"$10,400to$18,700",https://www.mycareersfuture.sg/job/vp-data-analytics-scale-up-program-manager-dbs-transformation-group-to-dbs-bank-601b60bb0e0a370bf37885c3c0e72b97,Information Technology
88,88,Data Scientist,RESMED ASIA PTE. LTD.,South,Executive,Government support available,"$5,000to$7,000",https://www.mycareersfuture.sg/job/data-scientist-resmed-asia-2f0c26cd85b0964482421f8d9f7ec3bd,Engineering ...
89,89,"IT Business Analyst - Fixed Income, Equities",BLUECHIP PLATFORMS ASIA PTE. LTD.,Central,Senior Executive,,Salary undisclosed,https://www.mycareersfuture.sg/job/business-analyst-fixed-income-equities-bluechip-platforms-asia-9118a016626ca486de65fcd3798b435d,Banking and Finance ...
90,90,Senior Data Scientist,LYNX ANALYTICS PTE. LTD.,Islandwide,Senior Executive,Government support available,"$7,000to$9,500",https://www.mycareersfuture.sg/job/senior-data-scientist-lynx-analytics-702973c3a33b2b7a251a49cc10a66b8b,Information Technology
91,91,Data Scientist,LYNX ANALYTICS PTE. LTD.,Islandwide,Junior Executive,Government support available,"$4,000to$5,500",https://www.mycareersfuture.sg/job/data-scientist-lynx-analytics-ae51b760eb69abac1468b59c8bbaae6e,Information Technology
93,93,Data Scientist,SEPHORA DIGITAL SEA PTE. LTD.,Central,Fresh/entry level,Government support available,"$4,500to$6,000",https://www.mycareersfuture.sg/job/data-scientist-sephora-digital-sea-6ab4ba4202655abf13f033b752f440ba,Others
94,94,"Data Scientist, Analytics - Worldwide Sales",AIRBNB SINGAPORE PRIVATE LIMITED,Central,Senior Executive,Government support available,"$7,800to$14,000",https://www.mycareersfuture.sg/job/data-scientist-analytics-worldwide-sales-airbnb-singapore-751beb3c340b577339b4374994b816de,Others
95,95,Senior Manager,IRISNATION SINGAPORE PTE. LTD.,Central,Manager,Government support available,"$4,500to$6,800",https://www.mycareersfuture.sg/job/senior-manager-irisnation-singapore-eedf3e4ed9b4a1109dede573c065e4c7,Advertising / Media 
96,96,Senior Manager,IRISNATION SINGAPORE PTE. LTD.,Central,Middle Management,Government support available,"$4,500to$7,000",https://www.mycareersfuture.sg/job/senior-manager-irisnation-singapore-6e14524c2a61703ef7a0d12144f5474e,Advertising / Media 
97,97,DATA SCIENTIST,MANN+HUMMEL VENTURES PTE. LTD.,South,Manager,Government support available,"$7,000to$8,350",https://www.mycareersfuture.sg/job/data-scientist-mannhummel-ventures-9ffef96084b9ec6e133c6bee88026928,Sciences / Laboratory / R&D
98,98,Data Scientist,MANN + HUMMEL FILTER TECHNOLOGY (S.E.A.) PTE LTD,South,Manager,Government support available,"$8,100to$8,700",https://www.mycareersfuture.sg/job/data-scientist-mann-hummel-filter-technology-eacbdda050a6c4cd101d1755b4db1ea2,Sciences / Laboratory / R&D
100,100,Data Scientist,CAROUSELL PTE. LTD.,Central,Executive,,"$8,000to$11,000",https://www.mycareersfuture.sg/job/data-scientist-carousell-45851a85a9bcb12bc27061b46427b168,Engineering
101,101,Data Scientist,CAROUSELL PTE. LTD.,Central,Executive,,"$5,000to$8,000",https://www.mycareersfuture.sg/job/data-scientist-carousell-1d684548961b62ab0dae9c10233fa1fb,Engineering
102,102,Project Manager,CAPGEMINI SINGAPORE PTE. LTD.,Central,Professional,Government support available,"$5,000to$7,500",https://www.mycareersfuture.sg/job/project-manager-capgemini-singapore-82e5c7f96731c649be458de6f1a11779,Engineering
103,103,"VP, Senior Data Scientist, Regional Consumer Banking Operations, Technology & Operations (18000449)",DBS BANK LTD.,East,Middle Management ...,Government support available,"$10,400to$18,700",https://www.mycareersfuture.sg/job/vp-senior-data-scientist-regional-consumer-banking-operations-technology-operations-dbs-bank-0b7407938b24028bad5bf810f9c1238a,Banking and Finance
104,104,Data Scientist,SPOTIFY SINGAPORE PTE. LTD.,Central,Executive,,"$90,000to$110,000",https://www.mycareersfuture.sg/job/data-scientist-spotify-singapore-1801998abb817910b9acb022c3b636dc,Others
105,105,Research Associat,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,,"$3,500to$4,500",https://www.mycareersfuture.sg/job/research-associat-nanyang-technological-university-ad08206598803824ebf0cf7780ecf07c,Sciences / Laboratory / R&D
106,106,Data Scientist,STANDARD CHARTERED BANK,East,Manager ...,Government support available,"$12,500to$15,000",https://www.mycareersfuture.sg/job/data-scientist-standard-chartered-bank-f7a349b15079f2ffbc25872bd09570f4,Banking and Finance
107,107,Senior Backend Engineer,CREADITS PTE. LTD.,Central,Professional,Government support available,"$6,500to$8,500",https://www.mycareersfuture.sg/job/senior-backend-engineer-creadits-12b0422e99c974ea1180b83ec0352cb1,Information Technology
108,108,"(IHPC) - Scientist , Industrial IOT Innovation",A*STAR RESEARCH ENTITIES,South,Non-executive,,"$4,500to$9,000",https://www.mycareersfuture.sg/job/-scientist-industrial-iot-innovation-astar-research-entities-3e7a7f5af6e3cd3ed1f64bde48b3b587,Sciences / Laboratory / R&D
